Etapa,Componente Curricular,Descritor,Descrição da Habilidade ,Ciclos,Habilidades,Município,Previstos,Avaliados,Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,Percentual de acertos
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",1,H 13,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",1,H 13,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",1,H 13,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",1,H 14,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",1,H 14,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",1,H 14,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",1,H 14,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",1,H 14,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",2,H 75,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",2,H 75,CAUCAIA,3889.0,3358.0,86,37,27,36,52,66.0
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",2,H 75,EUSEBIO,940.0,15.0,2,0,20,80,83,87.0
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",2,H 75,ITAITINGA,840.0,705.0,84,36,23,41,53,67.0
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",2,H 75,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",2,H 75,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",2,H 77,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",2,H 77,CAUCAIA,3889.0,3358.0,86,37,27,36,52,49.0
5 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",2,H 77,EUSEBIO,940.0,15.0,2,0,20,80,83,80.0
5 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",2,H 77,ITAITINGA,840.0,705.0,84,36,23,41,53,50.0
5 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",2,H 77,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",2,H 77,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF01_M,"Comparar números naturais formados por até cinco algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",2,H 82,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF01_M,"Comparar números naturais formados por até cinco algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",2,H 82,CAUCAIA,3889.0,3358.0,86,37,27,36,52,56.0
5 ANO,MATEMÁTICA,4EF01_M,"Comparar números naturais formados por até cinco algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",2,H 82,EUSEBIO,940.0,15.0,2,0,20,80,83,80.0
5 ANO,MATEMÁTICA,4EF01_M,"Comparar números naturais formados por até cinco algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",2,H 82,ITAITINGA,840.0,705.0,84,36,23,41,53,56.0
5 ANO,MATEMÁTICA,4EF01_M,"Comparar números naturais formados por até cinco algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",2,H 82,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF01_M,"Comparar números naturais formados por até cinco algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",2,H 82,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF02_M,Corresponder composições a decomposições de números naturais formados por até cinco algarismos.,2,H 83,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF02_M,Corresponder composições a decomposições de números naturais formados por até cinco algarismos.,2,H 83,CAUCAIA,3889.0,3358.0,86,37,27,36,52,30.0
5 ANO,MATEMÁTICA,4EF02_M,Corresponder composições a decomposições de números naturais formados por até cinco algarismos.,2,H 83,EUSEBIO,940.0,15.0,2,0,20,80,83,
5 ANO,MATEMÁTICA,4EF02_M,Corresponder composições a decomposições de números naturais formados por até cinco algarismos.,2,H 83,ITAITINGA,840.0,705.0,84,36,23,41,53,45.0
5 ANO,MATEMÁTICA,4EF02_M,Corresponder composições a decomposições de números naturais formados por até cinco algarismos.,2,H 83,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF02_M,Corresponder composições a decomposições de números naturais formados por até cinco algarismos.,2,H 83,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até cinco algarismos.",2,H 84,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até cinco algarismos.",2,H 84,CAUCAIA,3889.0,3358.0,86,37,27,36,52,51.0
5 ANO,MATEMÁTICA,4EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até cinco algarismos.",2,H 84,EUSEBIO,940.0,15.0,2,0,20,80,83,93.0
5 ANO,MATEMÁTICA,4EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até cinco algarismos.",2,H 84,ITAITINGA,840.0,705.0,84,36,23,41,53,64.0
5 ANO,MATEMÁTICA,4EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até cinco algarismos.",2,H 84,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até cinco algarismos.",2,H 84,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até cinco algarismos.,2,H 85,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até cinco algarismos.,2,H 85,CAUCAIA,3889.0,3358.0,86,37,27,36,52,59.0
5 ANO,MATEMÁTICA,4EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até cinco algarismos.,2,H 85,EUSEBIO,940.0,15.0,2,0,20,80,83,87.0
5 ANO,MATEMÁTICA,4EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até cinco algarismos.,2,H 85,ITAITINGA,840.0,705.0,84,36,23,41,53,68.0
5 ANO,MATEMÁTICA,4EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até cinco algarismos.,2,H 85,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até cinco algarismos.,2,H 85,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",2,H 88,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",2,H 88,CAUCAIA,3889.0,3358.0,86,37,27,36,52,61.0
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",2,H 88,EUSEBIO,940.0,15.0,2,0,20,80,83,87.0
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",2,H 88,ITAITINGA,840.0,705.0,84,36,23,41,53,52.0
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",2,H 88,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",2,H 88,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",2,H 90,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",2,H 90,CAUCAIA,3889.0,3358.0,86,37,27,36,52,42.0
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",2,H 90,EUSEBIO,940.0,15.0,2,0,20,80,83,53.0
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",2,H 90,ITAITINGA,840.0,705.0,84,36,23,41,53,40.0
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",2,H 90,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",2,H 90,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",2,H 92,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",2,H 92,CAUCAIA,3889.0,3358.0,86,37,27,36,52,65.0
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",2,H 92,EUSEBIO,940.0,15.0,2,0,20,80,83,97.0
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",2,H 92,ITAITINGA,840.0,705.0,84,36,23,41,53,58.0
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",2,H 92,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",2,H 92,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF12_M,"Utilizar valores do sistema monetário brasileiro em situações do cotidiano, na resolução de problema.",2,H 93,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF12_M,"Utilizar valores do sistema monetário brasileiro em situações do cotidiano, na resolução de problema.",2,H 93,CAUCAIA,3889.0,3358.0,86,37,27,36,52,69.0
5 ANO,MATEMÁTICA,4EF12_M,"Utilizar valores do sistema monetário brasileiro em situações do cotidiano, na resolução de problema.",2,H 93,EUSEBIO,940.0,15.0,2,0,20,80,83,97.0
5 ANO,MATEMÁTICA,4EF12_M,"Utilizar valores do sistema monetário brasileiro em situações do cotidiano, na resolução de problema.",2,H 93,ITAITINGA,840.0,705.0,84,36,23,41,53,61.0
5 ANO,MATEMÁTICA,4EF12_M,"Utilizar valores do sistema monetário brasileiro em situações do cotidiano, na resolução de problema.",2,H 93,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF12_M,"Utilizar valores do sistema monetário brasileiro em situações do cotidiano, na resolução de problema.",2,H 93,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,2,H 94,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,2,H 94,CAUCAIA,3889.0,3358.0,86,37,27,36,52,39.0
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,2,H 94,EUSEBIO,940.0,15.0,2,0,20,80,83,93.0
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,2,H 94,ITAITINGA,840.0,705.0,84,36,23,41,53,36.0
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,2,H 94,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,2,H 94,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",2,H 95,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",2,H 95,CAUCAIA,3889.0,3358.0,86,37,27,36,52,50.0
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",2,H 95,EUSEBIO,940.0,15.0,2,0,20,80,83,93.0
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",2,H 95,ITAITINGA,840.0,705.0,84,36,23,41,53,50.0
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",2,H 95,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",2,H 95,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",2,H 96,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",2,H 96,CAUCAIA,3889.0,3358.0,86,37,27,36,52,34.0
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",2,H 96,EUSEBIO,940.0,15.0,2,0,20,80,83,87.0
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",2,H 96,ITAITINGA,840.0,705.0,84,36,23,41,53,40.0
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",2,H 96,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",2,H 96,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",2,H 97,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",2,H 97,CAUCAIA,3889.0,3358.0,86,37,27,36,52,36.0
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",2,H 97,EUSEBIO,940.0,15.0,2,0,20,80,83,87.0
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",2,H 97,ITAITINGA,840.0,705.0,84,36,23,41,53,42.0
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",2,H 97,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",2,H 97,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",2,H 98,AQUIRAZ,57.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",2,H 98,CAUCAIA,3889.0,3358.0,86,37,27,36,52,54.0
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",2,H 98,EUSEBIO,940.0,15.0,2,0,20,80,83,67.0
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",2,H 98,ITAITINGA,840.0,705.0,84,36,23,41,53,53.0
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",2,H 98,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",2,H 98,MARANGUAPE,81.0,0.0,0,0,0,0,0,
